,name,isVisible,dataType,processVariableId,filter,__typename,view,process
152,GR Reference Material Document Item,True,CHOICE,gr-reference-material-documen-143,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
153,GR Reference Material Document Year,True,CHOICE,gr-reference-material-documen-144,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
154,GR Reference PO Document ID,True,CHOICE,gr-reference-po-document-id-50,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
155,GR Reference PO Document Item,True,CHOICE,gr-reference-po-document-item-50,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
156,Inv. Accounting Document Date,True,DATE_TIME,inv-accounting-document-date-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
157,Inv. Accounting Document Number,True,CHOICE,inv-accounting-document-numbe-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
158,Inv. Amount Eligible for Cash Discount in Document Currency,True,NUMBER,inv-amount-eligible-for-cash--28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
159,Inv. Amount in Document Currency,True,NUMBER,inv-amount-in-document-curren-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
160,Inv. Amount in Local Currency,True,NUMBER,inv-amount-in-local-currency-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
161,Inv. Cash Discount Amount in Document Currency,True,NUMBER,inv-cash-discount-amount-in-d-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
162,Inv. Cash Discount Amount in Local Currency,True,NUMBER,inv-cash-discount-amount-in-l-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
163,Inv. Client,True,CHOICE,inv-client-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
164,Inv. Company Code,True,CHOICE,inv-company-code-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
165,Inv. Company Code Text,True,CHOICE,inv-company-code-text-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
166,Inv. Converted USD Amount,True,NUMBER,inv-converted-usd-amount-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
167,Inv. Converted USD Amount Eligible for Cash Discount,True,NUMBER,inv-converted-usd-amount-elig-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
168,Inv. Converted USD Cash Discount Amount,True,NUMBER,inv-converted-usd-cash-discou-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
169,Inv. Creation User,True,CHOICE,inv-creation-user-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
170,Inv. Creation User Type,True,CHOICE,inv-creation-user-type-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
171,Inv. Currency Key,True,CHOICE,inv-currency-key-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
172,Inv. Currency Key for the Group Currency,True,CHOICE,inv-currency-key-for-the-grou-5,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
173,Inv. Currency Key of Second Local Currency,True,CHOICE,inv-currency-key-of-second-lo-5,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
174,Inv. Currency Key of Third Local Currency,True,CHOICE,inv-currency-key-of-third-loc-4,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
175,Inv. Date,True,DATE_TIME,inv-date-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
176,Inv. Document Status,True,CHOICE,inv-document-status-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
177,Inv. Document Type,True,CHOICE,inv-document-type-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
178,Inv. Document Type Text,True,CHOICE,inv-document-type-text-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
179,Inv. Exchange rate,True,NUMBER,inv-exchange-rate-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
180,Inv. Exchange Rate Type,True,CHOICE,inv-exchange-rate-type-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
181,Inv. Fiscal Year,True,CHOICE,inv-fiscal-year-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
182,Inv. Group Currency Exchange Rate,True,NUMBER,inv-group-currency-exchange-r-5,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
183,Inv. Local Currency,True,CHOICE,inv-local-currency-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
184,Inv. Original Reduction Amount in Local Currency,True,NUMBER,inv-original-reduction-amount-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
185,Inv. Posting Document Date,True,DATE_TIME,inv-posting-document-date-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
186,Inv. Reference Key,True,CHOICE,inv-reference-key-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
187,Inv. Reference Transaction,True,CHOICE,inv-reference-transaction-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
188,Inv. Reversal Indicator,True,CHOICE,inv-reversal-indicator-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
189,Inv. Transaction Code,True,CHOICE,inv-transaction-code-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
190,Invoice Due Date,True,DATE_TIME,invoice-due-date-29,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
191,Invoice Line Item,True,CHOICE,invoice-line-item-30,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
192,Invoice Receipt ID,True,CHOICE,invoice-receipt-id-17,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
193,Invoice Receipt Item,True,CHOICE,invoice-receipt-item-17,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
194,Invoice Receipt Year,True,CHOICE,invoice-receipt-year-17,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
195,Last Doc Posting Date in Payment Table,True,DATE_TIME,last-doc-posting-date-in-paym-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
196,Last Inv. Item Account Type,True,CHOICE,last-inv-item-account-type-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
197,Last Inv. Item Account Type Text,True,CHOICE,last-inv-item-account-type-te-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
198,Last Inv. Item Assignment Number,True,CHOICE,last-inv-item-assignment-numb-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
199,Last Inv. Item Baseline Date,True,DATE_TIME,last-inv-item-baseline-date-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
200,Last Inv. Item Business Area,True,CHOICE,last-inv-item-business-area-25,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
201,Last Inv. Item Cash Discount Days 1,True,NUMBER,last-inv-item-cash-discount-d-92,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
202,Last Inv. Item Cash Discount Days 2,True,NUMBER,last-inv-item-cash-discount-d-93,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
203,Last Inv. Item Cash Discount Due Date 1,True,DATE_TIME,last-inv-item-cash-discount-d-115,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
204,Last Inv. Item Cash Discount Due Date 2,True,DATE_TIME,last-inv-item-cash-discount-d-116,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
205,Last Inv. Item Cash Discount Percentage1,True,NUMBER,last-inv-item-cash-discount-p-52,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
206,Last Inv. Item Cash Discount Percentage2,True,NUMBER,last-inv-item-cash-discount-p-53,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
207,Last Inv. Item Clearing Date,True,DATE_TIME,last-inv-item-clearing-date-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
208,Last Inv. Item Clearing Entry Date,True,DATE_TIME,last-inv-item-clearing-entry--27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
209,Last Inv. Item Controlling Area,True,CHOICE,last-inv-item-controlling-are-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
210,Last Inv. Item Cost Center,True,CHOICE,last-inv-item-cost-center-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
211,Last Inv. Item Customer Number,True,CHOICE,last-inv-item-customer-number-25,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
212,Last Inv. Item Debit/Credit Indicator,True,CHOICE,last-inv-item-debitcredit-ind-53,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
213,Last Inv. Item Debit/Credit Indicator Text,True,CHOICE,last-inv-item-debitcredit-ind-54,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
214,Last Inv. Item Delivery Schedule Line Number,True,CHOICE,last-inv-item-delivery-schedu-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
215,Last Inv. Item Document Number of the Clearing Document,True,CHOICE,last-inv-item-document-number-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
216,Last Inv. Item Due Date,True,DATE_TIME,last-inv-item-due-date-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
217,Last Inv. Item Dunned On,True,NUMBER,last-inv-item-dunned-on-24,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
218,Last Inv. Item Dunning Area,True,CHOICE,last-inv-item-dunning-area-23,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
219,Last Inv. Item Dunning Block,True,CHOICE,last-inv-item-dunning-block-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
220,Last Inv. Item Dunning key,True,CHOICE,last-inv-item-dunning-key-23,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
221,Last Inv. Item Dunning Level,True,CHOICE,last-inv-item-dunning-level-24,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
222,Last Inv. Item Fiscal Year of the Relevant Invoice,True,CHOICE,last-inv-item-fiscal-year-of--22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
223,Last Inv. Item Fixed Payment Terms,True,CHOICE,last-inv-item-fixed-payment-t-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
224,Last Inv. Item Follow-On Document Type,True,CHOICE,last-inv-item-follow-on-docum-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
225,Last Inv. Item G/L Account Number,True,CHOICE,last-inv-item-gl-account-numb-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
226,Last Inv. Item Line Item of the Relevant Invoice,True,CHOICE,last-inv-item-line-item-of-th-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
227,Last Inv. Item Net Payment Terms Period,True,NUMBER,last-inv-item-net-payment-ter-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
228,Last Inv. Item Number of the Relevant Invoice,True,CHOICE,last-inv-item-number-of-the-r-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
229,Last Inv. Item Order Number,True,CHOICE,last-inv-item-order-number-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
230,Last Inv. Item Payment Block Key,True,CHOICE,last-inv-item-payment-block-k-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
231,Last Inv. Item Payment Method,True,CHOICE,last-inv-item-payment-method-23,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
232,Last Inv. Item Posting Key,True,CHOICE,last-inv-item-posting-key-27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
233,Last Inv. Item Purchase Document,True,CHOICE,last-inv-item-purchase-docume-37,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
234,Last Inv. Item Purchase Document Item,True,CHOICE,last-inv-item-purchase-docume-38,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
235,Last Inv. Item Receipt Document,True,CHOICE,last-inv-item-receipt-documen-19,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
236,Last Inv. Item Special G/L Indicator,True,CHOICE,last-inv-item-special-gl-indi-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
237,Last Inv. Item Special G/L Transaction Type,True,CHOICE,last-inv-item-special-gl-tran-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
238,Last Inv. Item Target Special G/L Indicator,True,CHOICE,last-inv-item-target-special--20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
239,Last Inv. Item Tax Type,True,CHOICE,last-inv-item-tax-type-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
240,Last Inv. Item Tax Type Text,True,CHOICE,last-inv-item-tax-type-text-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
241,Last Inv. Item Terms of Payment Key,True,CHOICE,last-inv-item-terms-of-paymen-28,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
242,Last Inv. Item Text,True,CHOICE,last-inv-item-text-26,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
243,Last Inv. Item Total Quantity,True,NUMBER,last-inv-item-total-quantity-20,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
244,Last Inv. Item Vendor Country/Region,True,CHOICE,last-inv-item-vendor-countryr-1,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
245,Last Inv. Item Vendor Master CD 1,True,NUMBER,last-inv-item-vendor-master-c-3,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
246,Last Inv. Item Vendor Master CD 2,True,NUMBER,last-inv-item-vendor-master-c-4,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
247,Last Inv. Item Vendor Master NDD,True,NUMBER,last-inv-item-vendor-master-n-2,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
248,Last Inv. Item Vendor Master Payment Terms,True,CHOICE,last-inv-item-vendor-master-p-2,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
249,Last Inv. Item Vendor Name,True,CHOICE,last-inv-item-vendor-name-2,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
250,Last Inv. Item Vendor Number,True,CHOICE,last-inv-item-vendor-number-2,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
251,Last Inv. Number of Line Item Within Accounting Document,True,CHOICE,last-inv-number-of-line-item--27,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
252,Last Payee Code,True,CHOICE,last-payee-code-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
253,Last Payment Account Number of Vendor,True,CHOICE,last-payment-account-number-o-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
254,Last Payment Additional Identification,True,CHOICE,last-payment-additional-ident-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
255,Last Payment Bill of Exchange Due Date,True,DATE_TIME,last-payment-bill-of-exchange-22,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
256,Last Payment Bill of Exchange Issue Date,True,DATE_TIME,last-payment-bill-of-exchange-23,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
257,Last Payment Bill of Exchange Payment Request Due Date,True,DATE_TIME,last-payment-bill-of-exchange-24,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
258,Last Payment Clearing Date,True,DATE_TIME,last-payment-clearing-date-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
259,Last Payment Clearing Doc,True,CHOICE,last-payment-clearing-doc-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
260,Last Payment Country/Region Key,True,CHOICE,last-payment-countryregion-ke-1,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
261,Last Payment Country/Region of Origin,True,CHOICE,last-payment-countryregion-of-1,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
262,Last Payment Currency,True,CHOICE,last-payment-currency-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
263,Last Payment Customer Number,True,CHOICE,last-payment-customer-number-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
264,Last Payment Date,True,DATE_TIME,last-payment-date-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
265,Last Payment Debit/Credit Indicator,True,CHOICE,last-payment-debitcredit-indi-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
266,Last Payment Doc Posting Date,True,DATE_TIME,last-payment-doc-posting-date-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
267,Last Payment Document Type,True,CHOICE,last-payment-document-type-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
268,Last Payment Due Date of Paid Items,True,DATE_TIME,last-payment-due-date-of-paid-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
269,Last Payment Indicator Only Proposal Run,True,CHOICE,last-payment-indicator-only-p-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
270,Last Payment Method in Payment Table,True,CHOICE,last-payment-method-in-paymen-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
271,Last Payment Number,True,CHOICE,last-payment-number-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
272,Last Payment Paying Company Code,True,CHOICE,last-payment-paying-company-c-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
273,Last Payment Posting Doc Number,True,CHOICE,last-payment-posting-doc-numb-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
274,Last Payment Posting Key,True,CHOICE,last-payment-posting-key-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
275,Last Payment Short Key for House Bank,True,CHOICE,last-payment-short-key-for-ho-8,,SubjectViewColumn,defaultview-320,000_DEMO✨ - Dashboards ITP ECC & S4H (DO NOT CHANGE)
